id,term,ontoid,ontolabel,characterr,characterstate,source
146,band,http://purl.obolibrary.org/obo/CL:0000560;,"band form neutrophil;",description,"well defined dorsal longitudinal band",Swartz_2012.xml_47e141f9-d556-432e-9e43-e76e7bb97b36_73bf0499-8576-429e-b3b1-05d883e86655.txt-0
147,bar,,,character,"postorbital bar :",earlyevolutionofarchosaurs-1.xml_4b964274-ddbb-4623-bc8d-a0cb7b5840de.txt-0
148,bar,,,character,"anterior bar located on the anterior edge of an osteoderm :",earlyevolutionofarchosaurs-1.xml_9325dbc8-da16-4122-b394-925a7a73239a.txt-0
149,base,,,character,"maxilla , anterodorsal margin at the base of the dorsal process :",earlyevolutionofarchosaurs-1.xml_31539f73-ddcd-4ee4-9e62-7862749fb3e2.txt-0
150,base,,,description,"teeth fused to the bone of attachment at the base",earlyevolutionofarchosaurs-1.xml_aff70e36-fd23-4f9b-a493-8b3645a9fdce_4be931d0-93c0-4774-b56c-9e2cd96adbcb.txt-0
151,base,,,description,"free at the base of the tooth",earlyevolutionofarchosaurs-1.xml_aff70e36-fd23-4f9b-a493-8b3645a9fdce_9d193bee-5d24-44a7-8671-aec40088c5e1.txt-0
152,base,,,character,"squamosal forms base of tabular horn",Anderson_2007.xml_6e32d20f-c2f5-44a7-8357-5886995db0b7.txt-0
153,base,,,character,"base of neural to hemal spine",Anderson_2007.xml_d8942aba-2e20-43ab-b422-82f28f6efcbc.txt-0
154,basin,,,description,"divided into posteromedial and anterolateral basins",earlyevolutionofarchosaurs-1.xml_de96d4d4-8b9a-4fab-9718-ce3eef824e20_2b0af61b-1ad9-48d7-a056-579b34bfcb88.txt-0
155,basioccipital,TAO:0000472,basioccipital,character,"basioccipital , portion of the basal tubera :",earlyevolutionofarchosaurs-1.xml_0ff02489-2355-485c-b169-53ccd38af93e.txt-0
156,basioccipital,TAO:0000472,basioccipital,description,"does not overlap basioccipital",Swartz_2012.xml_3065abdf-f275-4cb2-bd8d-95f720604d61_5c754ddd-fdfe-4ca3-9636-7a07ba697ba3.txt-0
157,basioccipital,TAO:0000472,basioccipital,description,"overlaps basioccipital",Swartz_2012.xml_3065abdf-f275-4cb2-bd8d-95f720604d61_5d2384d1-55f0-4370-b19b-996c45e25c89.txt-0
158,basiocciptial,,,character,"basiocciptial , deep recess on the ventral surface :",earlyevolutionofarchosaurs-1.xml_ad611d36-29a4-403e-9367-df7954867ede.txt-0
159,basipterygoid,,,description,"substantially elongated in the region between the basal tubera and the basipterygoid processes , such that the median pharyngeal recess is dorsoventrally extended and trough_like",earlyevolutionofarchosaurs-1.xml_2a82be5f-b608-476a-b69c-60bc3d32b24a_f09e1fa0-1ea0-42b0-9701-f73fdb335abc.txt-0
160,basipterygoid,,,character,"basipterygoid , processes directed :",earlyevolutionofarchosaurs-1.xml_7e62c4ea-d4df-488f-afc1-ab27d2ebe895.txt-0
161,basipterygoid,,,character,"basipterygoid processes :",earlyevolutionofarchosaurs-1.xml_801f4f60-e3ff-45a3-ae6c-7a9b4cccb743.txt-0
162,basipterygoid,,,character,"parabasisphenoid , between basal tubera and basipterygoid processes :",earlyevolutionofarchosaurs-1.xml_cf2ac085-e41f-43a3-8978-1bf49c2a1d64.txt-0
163,basipterygoid,,,character,"parabaisphenoid , basipterygoid processes :",earlyevolutionofarchosaurs-1.xml_e232c679-e3fe-4002-ab87-e7a1596eb302.txt-0
164,basipterygoid,,,description,"anterior to basipterygoid process",Swartz_2012.xml_6dd584c5-0539-4a9b-8189-0d64b95d44e5_244c95f7-9465-4bcd-9245-2a89a1f71edd.txt-0
165,basipterygoid,,,description,"dorsal to basipterygoid process",Swartz_2012.xml_6dd584c5-0539-4a9b-8189-0d64b95d44e5_4979afab-bdb5-475d-8a39-678303cc7b90.txt-0
166,basipterygoid,,,character,"basipterygoid process",Swartz_2012.xml_acfc9469-6bcd-4d26-b546-82348daa0028.txt-0
167,basitubera,,,character,"basitubera , ventral margin :",earlyevolutionofarchosaurs-1.xml_f57a588f-c8d1-4fc8-82c8-22070cde8a5d.txt-0
168,basket,,,description,"forming extensive ventral basket with closely packed elements",earlyevolutionofarchosaurs-1.xml_39e8db54-4291-4c26-9fdf-3ae769945111_ddd62927-86a1-49ab-ba75-27d4edb2fcf3.txt-0
169,blade,,,description,"blade_like and anteroposteriorly shortened",earlyevolutionofarchosaurs-1.xml_0ff02489-2355-485c-b169-53ccd38af93e_055bf57d-0fcd-4d5a-a544-a330e2489f81.txt-0
170,blade,,,description,"rounded , or blade_like",earlyevolutionofarchosaurs-1.xml_1abd9d25-d1c4-452c-a999-d395485d6bfc_5eaa9bee-42de-4a85-a915-c820af52e756.txt-0
171,blade,,,description,"markedly longer than the dorsal margin of iliac blade",earlyevolutionofarchosaurs-1.xml_2c208cc8-2355-4761-8196-fd6806195e47_0f6956d9-bf1b-4379-b3e7-48aad5d05734.txt-0
172,blade,,,description,"about the same length or shorter than the dorsal margin of the iliac blade",earlyevolutionofarchosaurs-1.xml_2c208cc8-2355-4761-8196-fd6806195e47_3108e943-d523-4f68-8a4a-1a94143cc56a.txt-0
173,blade,,,description,"apicobasally tall and blade_like",earlyevolutionofarchosaurs-1.xml_4baf6682-6d29-46a0-a7e7-43f4c14e2c56_27ad765c-9cf7-405a-b8d4-c4a3b8bc7775.txt-0
174,blade,,,character,"scapula , blade height versus distal width :",earlyevolutionofarchosaurs-1.xml_a2ec0039-e5e4-4c9e-aefa-7b2faa5ce2cf.txt-0
175,blade,,,description,"blade_like with a distinct asymmetric apex located medially",earlyevolutionofarchosaurs-1.xml_eb0b7476-81c6-4ef8-925c-8136b096fa26_87701746-d9b2-4ce1-883d-89dd20a19e09.txt-0
176,blade,,,character,"iliac blade",Anderson_2007.xml_043eca46-6ada-412c-b990-804ae185950e.txt-0
177,blade,,,description,"single blade",Anderson_2007.xml_043eca46-6ada-412c-b990-804ae185950e_719b0b19-2fa6-497c-86a9-7e95565bb1f6.txt-0
178,blade,,,character,"scapular blade",Swartz_2012.xml_0d0da882-9b54-463c-8449-70c7507b5c1b.txt-0
179,blade,,,character,"proximal clavicle blades",Anderson_2007.xml_6368e390-3381-40cb-9ab0-ab9f02412f79.txt-0
180,blockage,,,description,"no contact via blockage by pterygoid elements",Swartz_2012.xml_9d379bfb-8206-4568-9964-51a6afffed98_92147830-8929-45c1-806c-e38c5c01309e.txt-0
181,body,TAO:0001094,body,character,"ectopterygoid , body :",earlyevolutionofarchosaurs-1.xml_0f67dc52-398b-436a-bc65-f6a6d8cf54fb.txt-0
182,body,TAO:0001094,body,character,"quadrate , body :",earlyevolutionofarchosaurs-1.xml_55cc63c0-27ef-4217-87c1-bf23849e74f4.txt-0
183,body,TAO:0001094,body,character,"jugal , long axis of the body :",earlyevolutionofarchosaurs-1.xml_5cd122a2-9c69-4f1d-a9c8-0a0a54b4e0cb.txt-0
184,body,TAO:0001094,body,character,"jugal , longitudinal ridge on the lateral surface of the body :",earlyevolutionofarchosaurs-1.xml_ebcd2037-0cc3-4e9d-bec9-b7568b4df50b.txt-0
185,body,TAO:0001094,body,character,"body of humerus",Swartz_2012.xml_187d779a-798a-4a43-b00b-644ae5d6a319.txt-0
186,body,TAO:0001094,body,character,"body scale morphology",Swartz_2012.xml_7ea4e9c7-ae95-4201-b010-ad8777521769.txt-0
187,body,TAO:0001094,body,description,"complete body covering of scales",Swartz_2012.xml_bbdb1310-b5aa-4bfe-89ca-7118141cfe56_749535a6-ae32-4834-ac54-b44f886f9785.txt-0
188,bone,TAO:0001514,bone,character,"femur , bone wall thickness at or near mid_shaft :",earlyevolutionofarchosaurs-1.xml_09f359b8-1ced-4f14-b51a-e28068e57b2c.txt-0
189,bone,TAO:0001514,bone,description,"not enclosed by bone",earlyevolutionofarchosaurs-1.xml_298f9707-7e4b-4283-821b-a0b501752a56_082637ad-4c05-479a-8727-834821b801b0.txt-0
190,bone,TAO:0001514,bone,description,"supratemporal fossa separated by a mediolaterally thin strip of flat bone",earlyevolutionofarchosaurs-1.xml_7b998d9c-4587-4396-90eb-9acbf3cd1378_4b97223f-6a62-4b49-969e-c953ea4c5698.txt-0
191,bone,TAO:0001514,bone,character,"pteroid bone :",earlyevolutionofarchosaurs-1.xml_886082b9-f430-40b0-86bd-71eff2eed5ad.txt-0
192,bone,TAO:0001514,bone,description,"teeth fused to the bone of attachment at the base",earlyevolutionofarchosaurs-1.xml_aff70e36-fd23-4f9b-a493-8b3645a9fdce_4be931d0-93c0-4774-b56c-9e2cd96adbcb.txt-0
193,bone,TAO:0001514,bone,description,"more than 0 . 35 of the total length of the bone",earlyevolutionofarchosaurs-1.xml_dd3d4207-0e60-4d6c-894b-64e10fb286a7_55253353-fa3c-4089-bc60-0a7794c573df.txt-0
194,bone,TAO:0001514,bone,description,"less than 0 . 35 of the total length of the bone",earlyevolutionofarchosaurs-1.xml_dd3d4207-0e60-4d6c-894b-64e10fb286a7_a8ace182-d2e0-458b-b6b6-a6fac957c96a.txt-0
195,bone,TAO:0001514,bone,description,"meckelian bone",Swartz_2012.xml_29fa5ff2-0b94-4342-9107-346ee67345ff_09fe8d69-1dcf-475d-a285-ad890fe1e204.txt-0
196,bone,TAO:0001514,bone,character,b_bone,Swartz_2012.xml_9cc0774c-4cda-48fe-bcca-ba6a2409adef.txt-0
197,bone,TAO:0001514,bone,description,"recognizable as a distinct bone",Swartz_2012.xml_b33aacd1-91ab-4949-a58a-4b8a37e749ec_c30c5b68-d668-42a7-a26e-49a824cbcbf5.txt-0
198,bone,TAO:0001514,bone,character,"postorbital bone",Swartz_2012.xml_fd3444bb-48a2-4932-bbac-2cc992e17a71.txt-0
199,bone,TAO:0001514,bone,character,"starbursts of radiating ornament on at least some bones",Swartz_2012.xml_63ea64df-e2d3-4f3f-b221-3cbfada6cbc1.txt-1
200,bone,TAO:0001514,bone,character,"extrascapular bones",Swartz_2012.xml_75ffed6f-a33d-49c0-839c-d04303a83880.txt-0
201,bone,TAO:0001514,bone,character,"extrascapular bones",Swartz_2012.xml_86821b48-eee3-40fe-9675-11291aa3673a.txt-0
202,border,,,description,"restricted to the ventral border",earlyevolutionofarchosaurs-1.xml_4091677a-3696-4c06-ad7a-28bd0e26e4aa_b15676fb-1f3b-4836-8c93-fd27e92c0bb5.txt-0
203,border,,,description,"contributes to border of foramen magnum",earlyevolutionofarchosaurs-1.xml_830712a8-c8be-4b69-8e2f-4b2dad591d85_14db0ae3-5283-4160-8942-1706330daffb.txt-0
204,border,,,description,"excluded from dorsal border of foramen magnum by mediodorsal midline contact between opposite exoccipitals",earlyevolutionofarchosaurs-1.xml_830712a8-c8be-4b69-8e2f-4b2dad591d85_506c890e-0e03-4c48-823d-372e50f0edc7.txt-0
205,border,,,character,"jugal , posterior border of the postorbital process :",earlyevolutionofarchosaurs-1.xml_95936e2b-011e-4544-9a46-52761b48df21.txt-0
206,border,,,description,"more than 80 % of the posterior border of the lower temporal fenestra",earlyevolutionofarchosaurs-1.xml_a199817b-e92b-4ed4-a51a-7254d75f3e8c_8990a8e4-93aa-4143-aa79-3a8112ead7ec.txt-0
207,border,,,description,"forms less than 80 % of the posterior border of the lower temporal fenestra",earlyevolutionofarchosaurs-1.xml_a199817b-e92b-4ed4-a51a-7254d75f3e8c_938dfb19-f744-4d43-a41b-516b606c44ae.txt-0
208,border,,,description,"restricted to the ventral border of the external naris",earlyevolutionofarchosaurs-1.xml_cdadfb57-7649-4a43-a72d-f27acc014c34_1efbe36e-dbbb-4de6-adeb-bccfe56efee5.txt-0
209,border,,,description,"forms part of the dorsal border of the antorbital fossa",earlyevolutionofarchosaurs-1.xml_d2b94c5b-2f8c-4723-b165-7e4059d47ce8_a152c0cf-4f90-461a-be59-0a34fcdf45f9.txt-0
210,border,,,description,"does not form part of the dorsal border of the antorbital fossa",earlyevolutionofarchosaurs-1.xml_d2b94c5b-2f8c-4723-b165-7e4059d47ce8_f19a313e-c0fe-4ff8-9b6b-0083bde6dd36.txt-0
211,border,,,description,"level with the medial condyle at its posterior border",earlyevolutionofarchosaurs-1.xml_d6ebf906-d478-4db4-a40f-56e9be748039_bf1cd965-bf9d-447d-9486-3576f94f772b.txt-0
212,border,,,description,"with an incompletely ossified border",earlyevolutionofarchosaurs-1.xml_d74b6b24-cdca-4034-b5dd-6baacf578fa9_866e32c2-4834-470e-b254-1dc0eb939074.txt-0
213,border,,,description,"border entirely ossified such that the ventral ramus of the opisthotic forms a perilymphatic loop incorporating a loop closure suture with itself",earlyevolutionofarchosaurs-1.xml_d74b6b24-cdca-4034-b5dd-6baacf578fa9_de4c8c62-8c1a-467b-9509-52e66552fa1e.txt-0
214,border,,,description,"present and the border of the foramen is present on the maxilla but not on the premaxilla",earlyevolutionofarchosaurs-1.xml_e032ec3e-bdce-4b33-9fd3-668622f562c6_7ab51e08-f8e6-4d9a-8c6d-c221419b80e3.txt-0
215,border,,,description,"present and the border of the foramen is present on the premaxilla but not on the maxilla",earlyevolutionofarchosaurs-1.xml_e032ec3e-bdce-4b33-9fd3-668622f562c6_aedb10ab-9c7f-47c0-a28b-8b1b3c768eef.txt-0
216,border,,,description,"present and the border of the foramen is present on both the maxilla and the premaxilla",earlyevolutionofarchosaurs-1.xml_e032ec3e-bdce-4b33-9fd3-668622f562c6_af111976-9c79-4402-bc79-16d57b4032f9.txt-0
217,border,,,character,"ventral border of meckels fossa",Anderson_2007.xml_7cfe7b6a-17f8-4246-a4ac-35d3bcf53c79.txt-0
218,border,,,character,"prearticular with mesially projecting flange on dorsal edge along posterior border of adductor fossa",Swartz_2012.xml_3f0fd2a4-61aa-445d-ab5e-7fae95af5713.txt-0
219,border,,,description,"borders the external naris",earlyevolutionofarchosaurs-1.xml_66d485c6-deaf-4945-b602-bda55b160077_bf3366b4-2c91-48ac-a788-236d304eabfb.txt-0
220,border,,,description,"concave with upturned lateral borders",earlyevolutionofarchosaurs-1.xml_84870b20-88fc-4c60-b6ec-eb249d244e06_abc8bd69-cdaa-4356-970c-46286f36bb8f.txt-0
221,braincase,UBERON:0001703;,neurocranium;,character,"parabasisphenoid , foramina for entrance of cerebral branches of internal carotid artery into the braincase positioned on the surface :",earlyevolutionofarchosaurs-1.xml_1183556d-ce2a-4f7c-bc4a-5894a88284b6.txt-0
222,braincase,UBERON:0001703;,neurocranium;,character,"parabisisphenoid , anterior tympanic recess on the lateral side of the braincase :",earlyevolutionofarchosaurs-1.xml_1cb2ba55-b8b2-47ba-97dd-f6bbf60ef5ff.txt-0
223,braincase,UBERON:0001703;,neurocranium;,description,"ossified largely by laterosphenoid and parabasisphenoid , with contact occurring between these two elements anterior to the trigeminal foramen in the adult braincase",earlyevolutionofarchosaurs-1.xml_c3e5f6c4-1f16-43ea-adfa-7704a5855f8f_8fd8f635-1d18-45d6-b52a-f0d81fe1e5f7.txt-0
224,branch,,,character,"parabasisphenoid , foramina for entrance of cerebral branches of internal carotid artery into the braincase positioned on the surface :",earlyevolutionofarchosaurs-1.xml_1183556d-ce2a-4f7c-bc4a-5894a88284b6.txt-0
225,brevi,,,character,"ilium , distinct fossa present for the attachment of the m caudifemoralis brevis :",earlyevolutionofarchosaurs-1.xml_97246c85-320c-4b7a-b7c3-03375ef05847.txt-0
226,buccal,,,character,"maxilla , buccal emargination separated from the ventral margin of the antorbital fossa :",earlyevolutionofarchosaurs-1.xml_9134672a-345b-47db-bca9-a27afac675d6.txt-0
227,b-bone,,,character,b_bone,Swartz_2012.xml_9cc0774c-4cda-48fe-bcca-ba6a2409adef.txt-0
228,calcaneal,,,character,"calcaneum , calcaneal tuber , distal end :",earlyevolutionofarchosaurs-1.xml_1e91d4a3-00a8-4f4b-b902-e1029daa92ef.txt-0
229,calcaneal,,,character,"calcaneum , calcaneal tuber :",earlyevolutionofarchosaurs-1.xml_324d5568-7d03-455a-9941-5d3f575a0f11.txt-0
230,calcaneal,,,character,"calcaneum , calcaneal tuber , shaft proportions at the mid_shaft of the tuber :",earlyevolutionofarchosaurs-1.xml_501db4df-b68f-47ed-bebd-7d99bcfe186a.txt-0
231,calcaneal,,,character,"calcaneum , calcaneal tuber , orientation relative to the transverse plane :",earlyevolutionofarchosaurs-1.xml_7e5d369e-d0c0-4b34-9e77-937cc3ac61b0.txt-0
232,calcaneal,,,character,"calcaneum , calcaneal tuber , distal end :",earlyevolutionofarchosaurs-1.xml_c7e55287-2abc-4397-9c67-1c4bf0f9f450.txt-0
233,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"calcaneum , calcaneal tuber , distal end :",earlyevolutionofarchosaurs-1.xml_1e91d4a3-00a8-4f4b-b902-e1029daa92ef.txt-0
234,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"astragalus_calcaneum , ossified astragalo_calaneal canal :",earlyevolutionofarchosaurs-1.xml_2e2afb21-a467-4056-ad6f-81f0302f8d70.txt-0
235,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"calcaneum , calcaneal tuber :",earlyevolutionofarchosaurs-1.xml_324d5568-7d03-455a-9941-5d3f575a0f11.txt-0
236,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"calcaneum , calcaneal tuber , shaft proportions at the mid_shaft of the tuber :",earlyevolutionofarchosaurs-1.xml_501db4df-b68f-47ed-bebd-7d99bcfe186a.txt-0
237,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"calcaneum , ventral articular surface for distal tarsal 4 and the distal end of the tuber :",earlyevolutionofarchosaurs-1.xml_704e6f8a-a0a0-4521-8b40-a46446f40299.txt-0
238,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"calcaneum , articular surface for the fibula :",earlyevolutionofarchosaurs-1.xml_74afc700-9ded-4d24-96af-abd30218e9b3.txt-0
239,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"astragalus_calcaneum , ventral articular surface :",earlyevolutionofarchosaurs-1.xml_7c565703-8351-4065-8744-6b525225a27b.txt-0
240,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,description,"concavoconvex with concavity on calcaneum",earlyevolutionofarchosaurs-1.xml_7c565703-8351-4065-8744-6b525225a27b_3f490746-cf2c-41f1-9262-c0504afd4510.txt-0
241,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"calcaneum , calcaneal tuber , orientation relative to the transverse plane :",earlyevolutionofarchosaurs-1.xml_7e5d369e-d0c0-4b34-9e77-937cc3ac61b0.txt-0
242,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"articular facet for the astragalus of the calcaneum lies :",earlyevolutionofarchosaurs-1.xml_8369cde3-0ead-4d99-a64b-53c625b9444d.txt-0
243,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"astragalus_calcaneum , articulation :",earlyevolutionofarchosaurs-1.xml_af313b38-c4d7-4686-bd64-d6a6986ed7eb.txt-0
244,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"calcaneum , articular facets for the fibula and astragalus :",earlyevolutionofarchosaurs-1.xml_b3e705c6-0494-43c9-839a-3e3054c3c3cc.txt-0
245,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"calcaneum , calcaneal tuber , distal end :",earlyevolutionofarchosaurs-1.xml_c7e55287-2abc-4397-9c67-1c4bf0f9f450.txt-0
246,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"calcaneum , shape :",earlyevolutionofarchosaurs-1.xml_d7842597-c38a-457b-9159-10d3d9e31cb7.txt-0
247,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,description,"the posterior corner of the dorsolateral margin of the astragalus dorsally overlaps the calcaneum much more than the anterior portion",earlyevolutionofarchosaurs-1.xml_d7e277b0-c1ca-458d-8934-bb79ef9f9270_aebc87c6-ac7b-4521-9956-5b999295c161.txt-0
248,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,description,"overlaps the anterior and posterior portions of the calcaneum equally",earlyevolutionofarchosaurs-1.xml_d7e277b0-c1ca-458d-8934-bb79ef9f9270_bdd08e60-5bb4-438e-80c6-e5e061672825.txt-0
249,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"calcaneum , articular surfaces for fibula and distal tarsal iv :",earlyevolutionofarchosaurs-1.xml_eba96847-2ac7-4e07-a891-2ce787d19b93.txt-0
250,calcaneum,UBERON:0001450;UBERON:0010869;,calcaneus;calcar;,character,"astragalus , articular surface for the calcaneum :",earlyevolutionofarchosaurs-1.xml_f382870b-30fd-4f48-9ae0-741dfeff1d21.txt-0
251,canal,,,character,"astragalus_calcaneum , ossified astragalo_calaneal canal :",earlyevolutionofarchosaurs-1.xml_2e2afb21-a467-4056-ad6f-81f0302f8d70.txt-0
252,canal,,,character,"cervical vertebrae , deep recesses on the anterior face of the neural arch , lateral to the neural canal :",earlyevolutionofarchosaurs-1.xml_8ca51e38-30de-4524-88f7-6f1ed0550241.txt-0
253,canal,,,character,"lateral line canal grooves",Anderson_2007.xml_9ae414ad-91e5-4ca7-ae13-827741b27050.txt-0
254,canal,,,character,"mandibular sensory canal",Swartz_2012.xml_366d6775-79b2-4ba1-b1a4-e6030c2d5555.txt-0
