characterr,sentence,entityontoid,entitylabel,qualityontoid,qualitylabel
Anterior mesethmoid groove,anterior surface of mesethmoid flat or convex,BSPO:0000371^OBO_REL:part_of(TAO:0000323),anterior surface(part_of(mesethmoid bone)),PATO:0001355,convex
Lateral process of ventral ethmoid,lateral process of ventral ethmoid extends as a blunt posterolateral process articulating with lateral ethmoid cartilage,BSPO:0000066^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0001405)),lateral side(part_of(process(part_of(ethmoid cartilage)))),PATO:0000467,present
Lateral process of ventral ethmoid,no lateral process of ventral ethmoid; ventral ethmoid not contacting lateral ethmoid cartilage,BSPO:0000066^OBO_REL:part_of(TAO:0001834^OBO_REL:part_of(TAO:0001405)),lateral side(part_of(process(part_of(ethmoid cartilage)))),PATO:0000462,absent
Lateral process of ventral ethmoid,"lateral process of ventral ethmoid narrow, flattened horizontally, posterior surface articulating with lateral ethmoid cartilage",BSPO:0000082^OBO_REL:part_of(BSPO:0000068^OBO_REL:part_of(TAO:0001405)),lateral region(part_of(ventral side(part_of(ethmoid cartilage)))),PATO:0000052,shape
Lateral process of ventral ethmoid,"lateral process of ventral ethmoid narrow, flattened horizontally, posterior surface articulating with lateral ethmoid cartilage",BSPO:0000082^OBO_REL:part_of(BSPO:0000068^OBO_REL:part_of(TAO:0001405)),lateral region(part_of(ventral side(part_of(ethmoid cartilage)))),PATO:0000052,shape
Lateral process of ventral ethmoid,"lateral process of ventral ethmoid narrow, flattened horizontally, posterior surface articulating with lateral ethmoid cartilage",BSPO:0000082^OBO_REL:part_of(BSPO:0000068^OBO_REL:part_of(TAO:0001405)),lateral region(part_of(ventral side(part_of(ethmoid cartilage)))),PATO:0000141,structure
Lateral process of ventral ethmoid,"lateral process of ventral ethmoid narrow, flattened horizontally, posterior surface articulating with lateral ethmoid cartilage",BSPO:0000082^OBO_REL:part_of(BSPO:0000068^OBO_REL:part_of(TAO:0001405)),lateral region(part_of(ventral side(part_of(ethmoid cartilage)))),PATO:0000141,structure
Lateral process of ventral ethmoid,"lateral process of ventral ethmoid robust, posterior surface forming articulation with lateral ethmoid cartilage broad and rounded, covered by a cartilage cap",BSPO:0000082^OBO_REL:part_of(BSPO:0000068^OBO_REL:part_of(TAO:0001405)),lateral region(part_of(ventral side(part_of(ethmoid cartilage)))),PATO:0000052,shape
Lateral process of ventral ethmoid,"lateral process of ventral ethmoid robust, posterior surface forming articulation with lateral ethmoid cartilage broad and rounded, covered by a cartilage cap",BSPO:0000082^OBO_REL:part_of(BSPO:0000068^OBO_REL:part_of(TAO:0001405)),lateral region(part_of(ventral side(part_of(ethmoid cartilage)))),PATO:0000052,shape
Lateral process of ventral ethmoid,"lateral process of ventral ethmoid robust, posterior surface forming articulation with lateral ethmoid cartilage broad and rounded, covered by a cartilage cap",BSPO:0000082^OBO_REL:part_of(BSPO:0000068^OBO_REL:part_of(TAO:0001405)),lateral region(part_of(ventral side(part_of(ethmoid cartilage)))),PATO:0000141,structure
Lateral process of ventral ethmoid,"lateral process of ventral ethmoid robust, posterior surface forming articulation with lateral ethmoid cartilage broad and rounded, covered by a cartilage cap",BSPO:0000082^OBO_REL:part_of(BSPO:0000068^OBO_REL:part_of(TAO:0001405)),lateral region(part_of(ventral side(part_of(ethmoid cartilage)))),PATO:0000141,structure
Ventral ethmoid shape,"ventral ethmoid deeper than long, foreshortened on its long axis, deepest posterior to its midlength; tip of snout curved, dorsal surface facing anterodorsal",BSPO:0000084^OBO_REL:part_of(TAO:0001405),ventral region(part_of(ethmoid cartilage)),PATO:0000052,shape
Ventral ethmoid shape,"ventral ethmoid deeper than long, foreshortened on its long axis, deepest posterior to its midlength; tip of snout curved, dorsal surface facing anterodorsal",BSPO:0000084^OBO_REL:part_of(TAO:0001405),ventral region(part_of(ethmoid cartilage)),PATO:0000052,shape
Ventral ethmoid shape,"ventral ethmoid longer than deep, deepest at about midlength; anterior tip of snout flat, dorsal surface hoizontal",BSPO:0000084^OBO_REL:part_of(TAO:0001405),ventral region(part_of(ethmoid cartilage)),PATO:0000052,shape
Ventral ethmoid shape,"ventral ethmoid longer than deep, deepest at about midlength; anterior tip of snout flat, dorsal surface hoizontal",BSPO:0000084^OBO_REL:part_of(TAO:0001405),ventral region(part_of(ethmoid cartilage)),PATO:0000052,shape
Dorsal margin of frontals,dorsal margin of frontal straight or slightly convex in lateral profile,BSPO:0000679^OBO_REL:part_of(TAO:0000514),dorsal margin(part_of(frontal bone)),PATO:0000052,shape
Dorsal margin of frontals,dorsal margin of frontal straight or slightly convex in lateral profile,BSPO:0000679^OBO_REL:part_of(TAO:0000514),dorsal margin(part_of(frontal bone)),PATO:0000052,shape
Extent of orbitosphenoid ossification,"orbitosphenoid well ossified in median nasal septum, orbitosphenoid broad, its ventral margin longer than its dorsal margin",BSPO:0000070^OBO_REL:part_of(TAO:0000253),anatomical region(part_of(orbitosphenoid)),PATO:0001448,ossified
Extent of orbitosphenoid ossification,"orbitosphenoid well ossified in median nasal septum, orbitosphenoid broad, its ventral margin longer than its dorsal margin",BSPO:0000070^OBO_REL:part_of(TAO:0000253),anatomical region(part_of(orbitosphenoid)),PATO:0001448,ossified
Extent of orbitosphenoid ossification,"orbitosphenoid well ossified in median nasal septum, orbitosphenoid broad, its ventral margin longer than its dorsal margin",BSPO:0000070^OBO_REL:part_of(TAO:0000253),anatomical region(part_of(orbitosphenoid)),PATO:0001448,ossified
Sphenotic process,"dorsolatcral margin of sphenotic bearing a transversely oriented crest or process exposed on dorsolateral edge, anterior margin not underlying frontal",BSPO:0000680^OBO_REL:part_of(TAO:0000587),dorso-lateral margin(part_of(sphenotic)),PATO:0000052,shape
Sphenotic process,"dorsolatcral margin of sphenotic bearing a transversely oriented crest or process exposed on dorsolateral edge, anterior margin not underlying frontal",BSPO:0000680^OBO_REL:part_of(TAO:0000587),dorso-lateral margin(part_of(sphenotic)),PATO:0000052,shape
Sphenotic process,"dorsolateral margin of sphenotic straight, anterior margin underlies frontal",BSPO:0000680^OBO_REL:part_of(TAO:0000587),dorso-lateral margin(part_of(sphenotic)),PATO:0000052,shape
Sphenotic process,"dorsolateral margin of sphenotic straight, anterior margin underlies frontal",BSPO:0000680^OBO_REL:part_of(TAO:0000587),dorso-lateral margin(part_of(sphenotic)),PATO:0000052,shape
Lateral processes of parasphenoid,"lateral margins of parasphenoid extending as broad dorsolateral processes anterior to prootic, extending to a horizontal with trigeminal foramen",BSPO:0000682^OBO_REL:part_of(TAO:0000561),lateral margin(part_of(parasphenoid)),PATO:0000140,position
Lateral processes of parasphenoid,lateral margins of parasphenoid not extending to a horizontal with trigeminal foramen,BSPO:0000682^OBO_REL:part_of(TAO:0000561),lateral margin(part_of(parasphenoid)),PATO:0000140,position
Parasphenoid ventral margin,ventral margin of parasphenoid flexed sharply on either side the basicranial region; ventral margin of sphenoid region oblique relative to long axis of neurocraniurn,BSPO:0000684^OBO_REL:part_of(TAO:0000561),ventral margin(part_of(parasphenoid)),PATO:0000052,shape
Parasphenoid ventral margin,ventral margin of parasphenoid flexed sharply on either side the basicranial region; ventral margin of sphenoid region oblique relative to long axis of neurocraniurn,BSPO:0000684^OBO_REL:part_of(TAO:0000561),ventral margin(part_of(parasphenoid)),PATO:0000052,shape
Parasphenoid ventral margin,ventral margin of parasphenoid straight in lateral profile in mature specimens; without a pronounced flexure at conjuction between otic and sphenoid regions of neurocranium,BSPO:0000684^OBO_REL:part_of(TAO:0000561),ventral margin(part_of(parasphenoid)),PATO:0000052,shape
Parasphenoid ventral margin,ventral margin of parasphenoid straight in lateral profile in mature specimens; without a pronounced flexure at conjuction between otic and sphenoid regions of neurocranium,BSPO:0000684^OBO_REL:part_of(TAO:0000561),ventral margin(part_of(parasphenoid)),PATO:0000052,shape
Parasphenoid dorsal margin,dorsal margin broad,BSPO:0000679^OBO_REL:part_of(TAO:0000561),dorsal margin(part_of(parasphenoid)),PATO:0000600,increased width
Parasphenoid dorsal margin,dorsal margin broad,BSPO:0000679^OBO_REL:part_of(TAO:0000561),dorsal margin(part_of(parasphenoid)),PATO:0000600,increased width
Parasphenoid dorsal margin,dorsal margin narrow,BSPO:0000679^OBO_REL:part_of(TAO:0000561),dorsal margin(part_of(parasphenoid)),PATO:0000599,decreased width
Parasphenoid dorsal margin,dorsal margin narrow,BSPO:0000679^OBO_REL:part_of(TAO:0000561),dorsal margin(part_of(parasphenoid)),PATO:0000599,decreased width
Breadth of posterior parasphenoid,"parasphenoid posterior to trigeminal foramen broad, occupying majority of ventral surface of neurocranium",BSPO:0000070^OBO_REL:part_of(TAO:0000561)^BSPO:0000099(TAO:0001809),"anatomical region(part_of(parasphenoid), posterior_to(trigeminal foramen))",PATO:0000600,increased width
Breadth of posterior parasphenoid,"parasphenoid posterior to trigeminal foramen broad, occupying majority of ventral surface of neurocranium",BSPO:0000070^OBO_REL:part_of(TAO:0000561)^BSPO:0000099(TAO:0001809),"anatomical region(part_of(parasphenoid), posterior_to(trigeminal foramen))",PATO:0000600,increased width
Breadth of posterior parasphenoid,"posterior portion of parasphenoid narrow, occupying less half of ventral surface of neurocranium",BSPO:0000070^OBO_REL:part_of(TAO:0000561)^BSPO:0000099(TAO:0001809),"anatomical region(part_of(parasphenoid), posterior_to(trigeminal foramen))",PATO:0000599,decreased width
Breadth of posterior parasphenoid,"posterior portion of parasphenoid narrow, occupying less half of ventral surface of neurocranium",BSPO:0000070^OBO_REL:part_of(TAO:0000561)^BSPO:0000099(TAO:0001809),"anatomical region(part_of(parasphenoid), posterior_to(trigeminal foramen))",PATO:0000599,decreased width
Cranial skeleton texture,surface of endochondral and dermal ossifications of cranial skeleton composed of lamellar or cancellous bone,BSPO:0000005^OBO_REL:part_of(TAO:0000737),anatomical surface(part_of(cranium)),PATO:0000150,texture
Cranial skeleton texture,"surface of many cranial bones splitted and/or reticular in appearance, excavated during ontogeny to form small pits and vesicles",BSPO:0000005^OBO_REL:part_of(TAO:0000737),anatomical surface(part_of(cranium)),PATO:0000150,texture
Antorbital size,antorbital large; its ventral portion larger than maxilla; expanded dorsal portion contacts autopalatine,BSPO:0000079^OBO_REL:part_of(TAO:0000127),dorsal region(part_of(antorbital)),PATO:0000586,increased size
Antorbital size,antorbital large; its ventral portion larger than maxilla; expanded dorsal portion contacts autopalatine,BSPO:0000079^OBO_REL:part_of(TAO:0000127),dorsal region(part_of(antorbital)),PATO:0000586,increased size
Antorbital size,antorbital large; its ventral portion larger than maxilla; expanded dorsal portion contacts autopalatine,BSPO:0000079^OBO_REL:part_of(TAO:0000127),dorsal region(part_of(antorbital)),PATO:0001961,in contact with
Antorbital size,antorbital large; its ventral portion larger than maxilla; expanded dorsal portion contacts autopalatine,BSPO:0000079^OBO_REL:part_of(TAO:0000127),dorsal region(part_of(antorbital)),PATO:0001961,in contact with
Antorbital size,antorbital large; its ventral portion larger than maxilla; expanded dorsal portion contacts autopalatine,BSPO:0000084^OBO_REL:part_of(TAO:0000127),ventral region(part_of(antorbital)),PATO:0000586,increased size
Antorbital size,antorbital large; its ventral portion larger than maxilla; expanded dorsal portion contacts autopalatine,BSPO:0000084^OBO_REL:part_of(TAO:0000127),ventral region(part_of(antorbital)),PATO:0000586,increased size
Mesethmoid flares anteriorly,no,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000599,decreased width
Mesethmoid flares anteriorly,no,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000599,decreased width
Mesethmoid flares anteriorly,yes,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000600,increased width
Mesethmoid flares anteriorly,yes,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000600,increased width
Mesethmoid anterior edge serrate,absent,BSPO:0000671^OBO_REL:part_of(TAO:0000323),anterior margin(part_of(mesethmoid bone)),PATO:0001975,unserrated
Mesethmoid anterior edge serrate,absent,BSPO:0000671^OBO_REL:part_of(TAO:0000323),anterior margin(part_of(mesethmoid bone)),PATO:0001975,unserrated
Mesethmoid anterior edge serrate,present,BSPO:0000671^OBO_REL:part_of(TAO:0000323),anterior margin(part_of(mesethmoid bone)),PATO:0001206,serrated
Mesethmoid anterior edge serrate,present,BSPO:0000671^OBO_REL:part_of(TAO:0000323),anterior margin(part_of(mesethmoid bone)),PATO:0001206,serrated
Mesethmoid continued as a long blade anterior to disk (or well beyond the jaws in species without a disk),no,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000052,shape
Mesethmoid continued as a long blade anterior to disk (or well beyond the jaws in species without a disk),no,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000052,shape
Mesethmoid continued as a long blade anterior to disk (or well beyond the jaws in species without a disk),no,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000117,size
Mesethmoid continued as a long blade anterior to disk (or well beyond the jaws in species without a disk),no,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000117,size
Mesethmoid continued as a long blade anterior to disk (or well beyond the jaws in species without a disk),yes,BSPO:0000071^OBO_REL:part_of(TAO:0000323),anterior region(part_of(mesethmoid bone)),PATO:0000573,increased length
